Paragraph_ID,Paragraph,Gold Annotation,structure_type,entity_type,relation_type,condition_type,noise_type
P1564,"The report clearly distinguishes one setting from another before describing the effect. Exposure DD and Substance B are associated with Effect R under state theta, whereas in group rho, Exposure DD increases Effect R. As a consequence, the relation cannot be understood apart from its stated context. The paragraph ends without broadening the claim beyond the specified setting. A side comment explains that some descriptions remain incomplete, but the main tuple is still clear enough to annotate. The local annotation target remains linked to state theta.","[{""e1"":""Exposure DD"",""e2"":""Effect R"",""relation"":""are associated with"",""condition"":""state theta""},{""e1"":""Substance B"",""e2"":""Effect R"",""relation"":""are associated with"",""condition"":""state theta""},{""e1"":""Exposure DD"",""e2"":""Effect R"",""relation"":""increases"",""condition"":""group rho""}]",contrastive,conjoined,association,contrastive,partial_information
P1565,"The passage initially presents the entities and only afterward specifies the relevant setting. It connects Mechanism AA and Intervention FF with Balance Sigma in setting upsilon, then contrasts that with context xi, where Mechanism AA increases Balance Sigma. This difference matters because nearby statements could easily be taken as more general. The paragraph ends without broadening the claim beyond the specified setting. It also briefly introduces a contrasting possibility for Intervention FF, but that does not override the target condition-bound claim. The final sentence keeps the relation explicitly limited by the condition.","[{""e1"":""Mechanism AA"",""e2"":""Balance Sigma"",""relation"":""connects with"",""condition"":""setting upsilon""},{""e1"":""Intervention FF"",""e2"":""Balance Sigma"",""relation"":""connects with"",""condition"":""setting upsilon""},{""e1"":""Mechanism AA"",""e2"":""Balance Sigma"",""relation"":""increases"",""condition"":""context xi""}]",contrastive,conjoined,association,contrastive,conflicting_signal
P1568,"The report clearly distinguishes one setting from another before describing the effect. Mechanism AA and Intervention FF are associated with Effect R under context nu, while in condition alpha, Mechanism AA increases Effect R. The phrasing keeps the condition linked to the relation rather than to the entities alone. The surrounding language discourages a universal interpretation. The entities appear early, but the passage delays the key condition until a later sentence that names context nu. The discussion concludes by maintaining the contextual limit of the claim.","[{""e1"":""Mechanism AA"",""e2"":""Effect R"",""relation"":""are associated with"",""condition"":""context nu""},{""e1"":""Intervention FF"",""e2"":""Effect R"",""relation"":""are associated with"",""condition"":""context nu""},{""e1"":""Mechanism AA"",""e2"":""Effect R"",""relation"":""increases"",""condition"":""condition alpha""}]",contrastive,conjoined,association,weak_implicit,sentence_distance
P1570,"The passage indicates from the outset that context matters for reading. Signal V and Protein Z are associated with Index Chi under state theta, whereas in condition epsilon, Signal V increases Index Chi. The specific wording matters more here than any broader prior assumption. The passage ends without broadening the claim beyond the specified setting. A subtler side remark suggests that Protein Z appears with Index Chi elsewhere, though not under the condition used for annotation. Nothing in the passage turns the condition-bound observation into a general rule.","[{""e1"":""Signal V"",""e2"":""Index Chi"",""relation"":""are associated with"",""condition"":""state theta""}, {""e1"":""Protein Z"",""e2"":""Index Chi"",""relation"":""are associated with"",""condition"":""state theta""}, {""e1"":""Signal V"",""e2"":""Index Chi"",""relation"":""increases"",""condition"":""condition epsilon""}, {""e1"":""Protein Z"",""e2"":""Index Chi"",""relation"":""appears with"",""condition"":""elsewhere""}]",contrastive,conjoined,association,weak_implicit,conflicting_signal
P1571,"The report clearly distinguishes one setting from another before describing the effect. Protein Z and Signal EE are associated with Profile Psi under state theta, whereas in phase mu, Protein Z increases Profile Psi. The phrasing keeps the condition linked to the relation rather than to the entities alone. No wider claim is supported outside the stated context. The passage then uses a condensed reference to the earlier entity arrangement. That additional remark serves only as distraction for the extractor.","[{""e1"":""Protein Z"",""e2"":""Profile Psi"",""relation"":""are associated with"",""condition"":""state theta""},{""e1"":""Signal EE"",""e2"":""Profile Psi"",""relation"":""are associated with"",""condition"":""state theta""},{""e1"":""Protein Z"",""e2"":""Profile Psi"",""relation"":""increases"",""condition"":""phase mu""}]",contrastive,conjoined,association,multi_condition,coreference_noise
P1573,"The passage begins by presenting the pattern as context-dependent. Marker M and Intervention H are associated with State Phi under group iota, whereas in phase sigma, Marker M increases State Phi. That structure continues through the rest of the passage. The surrounding language discourages a universal reading. A central sentence postpones the setting information, so the reader must connect the relation back to group iota. The discussion concludes by maintaining the contextual limit of the claim.","[{""e1"":""Marker M"",""e2"":""State Phi"",""relation"":""are associated with"",""condition"":""group iota""},{""e1"":""Intervention H"",""e2"":""State Phi"",""relation"":""are associated with"",""condition"":""group iota""},{""e1"":""Marker M"",""e2"":""State Phi"",""relation"":""increases"",""condition"":""phase sigma""}]",contrastive,conjoined,association,multi_condition,sentence_distance
P1574,"The description begins by stating that the relation changes across settings. The passage connects Element L and Module CC with Index Chi under condition alpha, then contrasts that with group iota, where Element L increases Index Chi. This difference matters because nearby statements could easily be taken as more general. The surrounding language discourages a universal reading. At one point, the passage acknowledges that the wording is somewhat uneven across examples, even though the central relation remains identifiable. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"":""Element L"",""e2"":""Index Chi"",""relation"":""connects with"",""condition"":""condition alpha""},{""e1"":""Module CC"",""e2"":""Index Chi"",""relation"":""connects with"",""condition"":""condition alpha""},{""e1"":""Element L"",""e2"":""Index Chi"",""relation"":""increases"",""condition"":""group iota""}]",contrastive,conjoined,association,multi_condition,partial_information
P1575,"The passage initially presents the entities and only afterward specifies the relevant setting. Exposure DD and Substance B are associated with Symptom Q under condition epsilon, while in group rho, Exposure DD increases Symptom Q. The passage therefore requires the reader to follow which setting applies to which statement. The passage ends without broadening the claim beyond the specified setting. One peripheral sentence suggests a competing reading by mentioning that Substance B may appear with Symptom Q in other settings. The local annotation target remains linked to condition epsilon.","[{""e1"":""Exposure DD"",""e2"":""Symptom Q"",""relation"":""are associated with"",""condition"":""condition epsilon""}, {""e1"":""Substance B"",""e2"":""Symptom Q"",""relation"":""are associated with"",""condition"":""condition epsilon""}, {""e1"":""Exposure DD"",""e2"":""Symptom Q"",""relation"":""increases"",""condition"":""group rho""}, {""e1"":""Substance B"",""e2"":""Symptom Q"",""relation"":""may appear with"",""condition"":""other settings""}]",contrastive,conjoined,association,multi_condition,conflicting_signal
P1576,"The description stresses that the observed pattern depends on local circumstances. The passage links Intervention H and Mechanism AA to Outcome Omega in some way under setting upsilon, then contrasts that with phase sigma, where Intervention H is associated with Outcome Omega. The passage therefore requires the reader to follow which setting applies to which statement. The surrounding language discourages a universal reading. Later, they are mentioned again through the phrase 'that signal,' but that reference does not introduce a new target tuple. The local annotation target remains linked to setting upsilon.","[{""e1"":""Intervention H"",""e2"":""Outcome Omega"",""relation"":""links to in some way"",""condition"":""setting upsilon""},{""e1"":""Mechanism AA"",""e2"":""Outcome Omega"",""relation"":""links to in some way"",""condition"":""setting upsilon""},{""e1"":""Intervention H"",""e2"":""Outcome Omega"",""relation"":""is associated with"",""condition"":""phase sigma""}]",contrastive,conjoined,ambiguous,explicit,coreference_noise
P1577,"The description begins by stating that the relation varies across settings. Under context xi, Mechanism AA and Intervention FF are involved with Outcome P. In contrast, under condition epsilon, Mechanism AA is associated with Outcome P. As a result, the relation cannot be understood apart from its stated context. The passage ends without broadening the claim beyond the specified setting. It also briefly mentions that Factor C is only faintly connected to Marker P in surface state orange, but this is irrelevant to the target relation. The passage closes without extending the claim beyond the specified setting.","[{""e1"":""Mechanism AA"",""e2"":""Outcome P"",""relation"":""are involved with"",""condition"":""context xi""},{""e1"":""Intervention FF"",""e2"":""Outcome P"",""relation"":""are involved with"",""condition"":""context xi""},{""e1"":""Mechanism AA"",""e2"":""Outcome P"",""relation"":""is associated with"",""condition"":""condition epsilon""}]",contrastive,conjoined,ambiguous,explicit,distractor_relation
P1578,"The description stresses that the observed pattern depends on local circumstances. The passage relates Trigger J and Agent BB to Index Lambda in phase lambda, then contrasts that with group iota, where Trigger J is associated with Index Lambda. The specific wording matters more here than any broader prior assumption. The passage ends without broadening the claim beyond the specified setting. Only after an intervening sentence does the passage state that the relevant setting is phase lambda. That additional remark serves only as distraction for the extractor.","[{""e1"":""Trigger J"",""e2"":""Index Lambda"",""relation"":""relates to"",""condition"":""phase lambda""},{""e1"":""Agent BB"",""e2"":""Index Lambda"",""relation"":""relates to"",""condition"":""phase lambda""},{""e1"":""Trigger J"",""e2"":""Index Lambda"",""relation"":""is associated with"",""condition"":""group iota""}]",contrastive,conjoined,ambiguous,explicit,sentence_distance
P1579,"The passage initially presents the entities and only afterward specifies the relevant setting. Under state pi, Input K and Signal V are involved with Indicator Tau, while under condition delta, Input K is associated with Indicator Tau. That framing continues through the rest of the passage. No broader claim is supported outside the stated context. The wording also mentions that some descriptions remain incomplete, which adds uncertainty without changing the gold relation. The local annotation target remains linked to state pi.","[{""e1"":""Input K"",""e2"":""Indicator Tau"",""relation"":""are involved with"",""condition"":""state pi""},{""e1"":""Signal V"",""e2"":""Indicator Tau"",""relation"":""are involved with"",""condition"":""state pi""},{""e1"":""Input K"",""e2"":""Indicator Tau"",""relation"":""is associated with"",""condition"":""condition delta""}]",contrastive,conjoined,ambiguous,explicit,partial_information
P1582,"The pattern is presented cautiously because it does not extend neatly across settings. Under context tau, Marker M and Intervention H are involved with Indicator Tau, while in phase sigma, Marker M is associated with Indicator Tau. The phrasing keeps the condition linked to the relation rather than to the entities alone. No broader claim is supported outside the stated context. Pattern N is occasionally mentioned with Factor C under timing window blue, but that side observation is not about Indicator Tau. The closing sentence keeps the relation explicitly limited by the condition.","[{""e1"":""Marker M"",""e2"":""Indicator Tau"",""relation"":""are involved with"",""condition"":""context tau""},{""e1"":""Intervention H"",""e2"":""Indicator Tau"",""relation"":""are involved with"",""condition"":""context tau""},{""e1"":""Marker M"",""e2"":""Indicator Tau"",""relation"":""is associated with"",""condition"":""phase sigma""}]",contrastive,conjoined,ambiguous,natural,distractor_relation
P1583,"The broader discussion does not present the relation as consistent. Trigger J and Agent BB are involved with Index Lambda under condition delta, while in context nu, Trigger J is associated with Index Lambda. The phrasing keeps the condition tied to the relation rather than to the entities alone. The final sentence keeps the relation explicitly constrained by the condition. Only after an intervening sentence does the passage state that the relevant setting is condition delta. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"":""Trigger J"",""e2"":""Index Lambda"",""relation"":""are involved with"",""condition"":""condition delta""},{""e1"":""Agent BB"",""e2"":""Index Lambda"",""relation"":""are involved with"",""condition"":""condition delta""},{""e1"":""Trigger J"",""e2"":""Index Lambda"",""relation"":""is associated with"",""condition"":""context nu""}]",contrastive,conjoined,ambiguous,natural,sentence_distance
P1588,"The pattern is presented cautiously because it does not extend neatly across settings. Under setting upsilon, Substance A and Marker M are involved with State U, while in state theta, Substance A is associated with State U. The specific wording matters more here than any broader prior assumption. The passage ends without broadening the claim beyond the specified setting. A central sentence postpones the setting information, so the reader must connect the relation back to setting upsilon. The local annotation target remains linked to setting upsilon.","[{""e1"":""Substance A"",""e2"":""State U"",""relation"":""are involved with"",""condition"":""setting upsilon""},{""e1"":""Marker M"",""e2"":""State U"",""relation"":""are involved with"",""condition"":""setting upsilon""},{""e1"":""Substance A"",""e2"":""State U"",""relation"":""is associated with"",""condition"":""state theta""}]",contrastive,conjoined,ambiguous,contrastive,sentence_distance
P1590,"The passage initially presents the entities and only afterward specifies the relevant setting. Exposure T and Compound Q are involved with Signal Kappa under state zeta, whereas in phase mu, Exposure T is associated with Signal Kappa. The passage therefore requires the reader to follow which setting applies to which statement. Nothing in the passage turns the condition-bound observation into a general rule. One peripheral sentence suggests a competing reading by mentioning that Compound Q may be associated with Signal Kappa in other settings. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"":""Exposure T"",""e2"":""Signal Kappa"",""relation"":""are involved with"",""condition"":""state zeta""}, {""e1"":""Compound Q"",""e2"":""Signal Kappa"",""relation"":""are involved with"",""condition"":""state zeta""}, {""e1"":""Exposure T"",""e2"":""Signal Kappa"",""relation"":""is associated with"",""condition"":""phase mu""}, {""e1"":""Compound Q"",""e2"":""Signal Kappa"",""relation"":""may be associated with"",""condition"":""other settings""}]",contrastive,conjoined,ambiguous,contrastive,conflicting_signal
P1591,"The pattern is presented cautiously because it does not extend neatly across settings. The passage links Substance A and Marker M to a case where they are involved with Indicator Tau in phase sigma, then contrasts that with state pi, where Substance A is associated with Indicator Tau. The passage therefore requires the reader to follow which setting applies to which statement. The discussion concludes by maintaining the contextual limit of the claim. The passage then uses a condensed reference to the earlier entity arrangement. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"": ""Substance A"", ""e2"": ""Indicator Tau"", ""relation"": ""are involved with"", ""condition"": ""phase sigma""}, {""e1"": ""Marker M"", ""e2"": ""Indicator Tau"", ""relation"": ""are involved with"", ""condition"": ""phase sigma""}, {""e1"": ""Substance A"", ""e2"": ""Indicator Tau"", ""relation"": ""is associated with"", ""condition"": ""state pi""}]",contrastive,conjoined,ambiguous,weak_implicit,coreference_noise
P1593,"The report clearly distinguishes one setting from another before describing the effect. The passage links Exposure DD and Substance B to a case where they are involved with Symptom Q in state eta, then contrasts that with context tau, where Exposure DD is associated with Symptom Q. The phrasing keeps the condition tied to the relation rather than to the entities alone. The passage ends without broadening the claim beyond the specified setting. Only after an intervening sentence does the passage state that the relevant setting is state eta. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"": ""Exposure DD"", ""e2"": ""Symptom Q"", ""relation"": ""are involved with"", ""condition"": ""state eta""}, {""e1"": ""Substance B"", ""e2"": ""Symptom Q"", ""relation"": ""are involved with"", ""condition"": ""state eta""}, {""e1"": ""Exposure DD"", ""e2"": ""Symptom Q"", ""relation"": ""is associated with"", ""condition"": ""context tau""}]",contrastive,conjoined,ambiguous,weak_implicit,sentence_distance
P1594,"The passage begins by presenting the pattern as context-dependent. The passage links Exposure DD and Substance B to a case where they are involved with Outcome P in condition alpha, then contrasts that with state zeta, where Exposure DD is associated with Outcome P. The passage therefore requires the reader to follow which setting applies to which statement. The discussion concludes by maintaining the contextual limit of the claim. At one point, the passage acknowledges that the evidence is not always fully developed, even though the central relation remains identifiable. The local annotation target remains linked to condition alpha.","[{""e1"": ""Exposure DD"", ""e2"": ""Outcome P"", ""relation"": ""are involved with"", ""condition"": ""condition alpha""}, {""e1"": ""Substance B"", ""e2"": ""Outcome P"", ""relation"": ""are involved with"", ""condition"": ""condition alpha""}, {""e1"": ""Exposure DD"", ""e2"": ""Outcome P"", ""relation"": ""is associated with"", ""condition"": ""state zeta""}]",contrastive,conjoined,ambiguous,weak_implicit,partial_information
P1596,"The narrative allows for both supporting and competing signals. Element L and Module CC are involved with Response T under setting omicron, while in context tau, Element L is associated with Response T. This difference matters because nearby statements could easily be taken as more general. No broader claim is supported outside the stated context. A later sentence points back to them without repeating the full entity names. The local annotation target remains linked to setting omicron.","[{""e1"": ""Element L"", ""e2"": ""Response T"", ""relation"": ""are involved with"", ""condition"": ""setting omicron""}, {""e1"": ""Module CC"", ""e2"": ""Response T"", ""relation"": ""are involved with"", ""condition"": ""setting omicron""}, {""e1"": ""Element L"", ""e2"": ""Response T"", ""relation"": ""is associated with"", ""condition"": ""context tau""}]",contrastive,conjoined,ambiguous,multi_condition,coreference_noise
P1597,"The passage begins by presenting the pattern as context-dependent. Element L and Module CC are involved with State Phi under context nu, whereas in context tau, Element L is associated with State Phi. This difference matters because nearby statements could easily be taken as more general. The passage ends without broadening the claim beyond the specified setting. A nearby aside refers to Marker F, which is only faintly connected to Compound G under ambient pattern silver, though it never connects back to State Phi. That additional remark serves only as distraction for the extractor.","[{""e1"": ""Element L"", ""e2"": ""State Phi"", ""relation"": ""are involved with"", ""condition"": ""context nu""}, {""e1"": ""Module CC"", ""e2"": ""State Phi"", ""relation"": ""are involved with"", ""condition"": ""context nu""}, {""e1"": ""Element L"", ""e2"": ""State Phi"", ""relation"": ""is associated with"", ""condition"": ""context tau""}]",contrastive,conjoined,ambiguous,multi_condition,distractor_relation
P1598,"The report clearly distinguishes one setting from another before describing the effect. Under group iota, Signal V and Protein Z are involved with Response T, whereas in context xi, Signal V is associated with Response T. As a consequence, the relation cannot be understood apart from its stated context. No broader claim is supported outside the stated context. The entities appear early, but the passage delays the key condition until a later sentence that names group iota. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"": ""Signal V"", ""e2"": ""Response T"", ""relation"": ""are involved with"", ""condition"": ""group iota""}, {""e1"": ""Protein Z"", ""e2"": ""Response T"", ""relation"": ""are involved with"", ""condition"": ""group iota""}, {""e1"": ""Signal V"", ""e2"": ""Response T"", ""relation"": ""is associated with"", ""condition"": ""context xi""}]",contrastive,conjoined,ambiguous,multi_condition,sentence_distance
P1601,"The evidence is framed as conditional rather than universal. Under phase mu, Agent BB and Factor GG increase Outcome P; in contrast, under condition delta, Agent BB decreases Outcome P. The specific phrasing matters more here than any broader prior assumption. The closing sentence keeps the relation explicitly limited by the condition. Later, they are mentioned again through the phrase 'that signal,' but that reference does not introduce a new target tuple. The local annotation target remains linked to phase mu.","[{""e1"": ""Agent BB"", ""e2"": ""Outcome P"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Factor GG"", ""e2"": ""Outcome P"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Agent BB"", ""e2"": ""Outcome P"", ""relation"": ""decreases"", ""condition"": ""condition delta""}]",contrastive,conjoined,mixed,explicit,coreference_noise
P1602,"The narrative allows for both supporting and competing signals. Agent BB and Factor GG increase Balance Sigma under condition beta, whereas in phase lambda, Agent BB decreases Balance Sigma. As a consequence, the relation cannot be understood apart from its stated context. The surrounding language discourages a universal reading. A nearby aside refers to Signal E, which is loosely connected to Signal E under observation window rose, though it never connects back to Balance Sigma. No broader claim is supported outside the stated context.","[{""e1"": ""Agent BB"", ""e2"": ""Balance Sigma"", ""relation"": ""increase"", ""condition"": ""condition beta""}, {""e1"": ""Factor GG"", ""e2"": ""Balance Sigma"", ""relation"": ""increase"", ""condition"": ""condition beta""}, {""e1"": ""Agent BB"", ""e2"": ""Balance Sigma"", ""relation"": ""decreases"", ""condition"": ""phase lambda""}]",contrastive,conjoined,mixed,explicit,distractor_relation
P1604,"The passage indicates from the outset that context matters for reading. Compound Q and Exposure DD increase Response T under condition gamma, whereas in context nu, Compound Q decreases Response T. The phrasing keeps the condition tied to the relation rather than to the entities alone. No broader claim is supported outside the stated context. At one point, the passage acknowledges that some accounts condense the details, even though the central relation remains identifiable. That additional remark serves only as distraction for the extractor.","[{""e1"": ""Compound Q"", ""e2"": ""Response T"", ""relation"": ""increase"", ""condition"": ""condition gamma""}, {""e1"": ""Exposure DD"", ""e2"": ""Response T"", ""relation"": ""increase"", ""condition"": ""condition gamma""}, {""e1"": ""Compound Q"", ""e2"": ""Response T"", ""relation"": ""decreases"", ""condition"": ""context nu""}]",contrastive,conjoined,mixed,explicit,partial_information
P1605,"The report clearly distinguishes one setting from another before describing the effect. The passage first states that Factor X and Agent R increase Balance Sigma under state pi, then reverses direction for Factor X under state theta. The passage therefore requires the reader to follow which setting applies to which statement. The passage ends without broadening the claim beyond the specified setting. The final remark cautions against merging the effect under state pi with the one stated for state theta. The closing sentence keeps the relation explicitly limited by the condition.","[{""e1"": ""Factor X"", ""e2"": ""Balance Sigma"", ""relation"": ""increase"", ""condition"": ""state pi""}, {""e1"": ""Agent R"", ""e2"": ""Balance Sigma"", ""relation"": ""increase"", ""condition"": ""state pi""}, {""e1"": ""Factor X"", ""e2"": ""Balance Sigma"", ""relation"": ""reverses direction"", ""condition"": ""state theta""}]",contrastive,conjoined,mixed,explicit,conflicting_signal
P1606,"The pattern is presented cautiously because it does not extend neatly across settings. Factor GG and Input K increase Marker Delta under context xi, but Factor GG decreases Marker Delta under state zeta. That structure continues through the rest of the passage. Nothing in the passage turns the condition-bound observation into a general rule. Later, they are mentioned again through the phrase 'this pattern,' but that reference does not introduce a new target tuple. That additional remark serves only as distraction for the extractor.","[{""e1"": ""Factor GG"", ""e2"": ""Marker Delta"", ""relation"": ""increase"", ""condition"": ""context xi""}, {""e1"": ""Input K"", ""e2"": ""Marker Delta"", ""relation"": ""increase"", ""condition"": ""context xi""}, {""e1"": ""Factor GG"", ""e2"": ""Marker Delta"", ""relation"": ""decreases"", ""condition"": ""state zeta""}]",contrastive,conjoined,mixed,natural,coreference_noise
P1607,"The passage initially presents the entities and only later specifies the relevant setting. Under context tau, Agent R and Element L increase State Phi; in contrast, under state eta, Agent R decreases State Phi. As a consequence, the relation cannot be understood apart from its stated context. Nothing in the passage turns the condition-bound observation into a general rule. A nearby aside refers to Signal M, which is occasionally observed with Indicator J under background state amber, though it never connects back to State Phi. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"": ""Agent R"", ""e2"": ""State Phi"", ""relation"": ""increase"", ""condition"": ""context tau""}, {""e1"": ""Element L"", ""e2"": ""State Phi"", ""relation"": ""increase"", ""condition"": ""context tau""}, {""e1"": ""Agent R"", ""e2"": ""State Phi"", ""relation"": ""decreases"", ""condition"": ""state eta""}]",contrastive,conjoined,mixed,natural,distractor_relation
P1609,"The pattern is presented cautiously because it does not extend neatly across settings. The passage first states that Trigger J and Agent BB increase Outcome P under phase mu, then reverses direction for Trigger J under context nu. This difference matters because nearby statements could easily be taken as more general. The discussion concludes by maintaining the contextual limit of the claim. A side comment explains that some accounts condense the details, but the main tuple is still clear enough to annotate. The local annotation target remains linked to phase mu.","[{""e1"": ""Trigger J"", ""e2"": ""Outcome P"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Agent BB"", ""e2"": ""Outcome P"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Trigger J"", ""e2"": ""Outcome P"", ""relation"": ""reverses direction"", ""condition"": ""context nu""}]",contrastive,conjoined,mixed,natural,partial_information
P1610,"The report clearly distinguishes one setting from another before describing the effect. Intervention FF and Drug Y increase Index Lambda under phase mu, but under setting omicron, Intervention FF decreases Index Lambda. As a consequence, the relation cannot be understood apart from its stated context. The surrounding language discourages a universal reading. The final remark cautions against merging the effect under phase mu with the one stated for setting omicron. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"": ""Intervention FF"", ""e2"": ""Index Lambda"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Drug Y"", ""e2"": ""Index Lambda"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Intervention FF"", ""e2"": ""Index Lambda"", ""relation"": ""decreases"", ""condition"": ""setting omicron""}]",contrastive,conjoined,mixed,natural,conflicting_signal
P1612,"The report clearly distinguishes one setting from another before describing the effect. Compound N and Trigger J increase Balance Sigma under state eta, whereas under phase mu, Compound N decreases Balance Sigma. The specific wording matters more here than any broader prior assumption. The surrounding language discourages a universal reading. A nearby aside refers to Variable D, which has a weak connection to Variable D under ambient pattern silver, though it never connects back to Balance Sigma. The local annotation target remains linked to state eta.","[{""e1"": ""Compound N"", ""e2"": ""Balance Sigma"", ""relation"": ""increase"", ""condition"": ""state eta""}, {""e1"": ""Trigger J"", ""e2"": ""Balance Sigma"", ""relation"": ""increase"", ""condition"": ""state eta""}, {""e1"": ""Compound N"", ""e2"": ""Balance Sigma"", ""relation"": ""decreases"", ""condition"": ""phase mu""}]",contrastive,conjoined,mixed,contrastive,distractor_relation
P1613,"The narrative allows for both supporting and competing signals. Compound N and Trigger J increase Symptom Q under phase mu, whereas under phase sigma, Compound N decreases Symptom Q. That structure continues through the rest of the passage. The discussion concludes by maintaining the contextual limit of the claim. Only after an intervening sentence does the passage state that the relevant setting is phase mu. That additional remark serves only as distraction for the extractor.","[{""e1"": ""Compound N"", ""e2"": ""Symptom Q"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Trigger J"", ""e2"": ""Symptom Q"", ""relation"": ""increase"", ""condition"": ""phase mu""}, {""e1"": ""Compound N"", ""e2"": ""Symptom Q"", ""relation"": ""decreases"", ""condition"": ""phase sigma""}]",contrastive,conjoined,mixed,contrastive,sentence_distance
P1615,"The report clearly distinguishes one setting from another before describing the effect. The passage first states that Drug Y and Exposure T increase Indicator Tau under group iota, then reverses direction for Drug Y under state theta. The phrasing keeps the condition tied to the relation rather than to the entities alone. The surrounding language discourages a universal reading. The wording deliberately rejects a single global interpretation across the two settings. No broader claim is supported outside the stated context.","[{""e1"": ""Drug Y"", ""e2"": ""Indicator Tau"", ""relation"": ""increase"", ""condition"": ""group iota""}, {""e1"": ""Exposure T"", ""e2"": ""Indicator Tau"", ""relation"": ""increase"", ""condition"": ""group iota""}, {""e1"": ""Drug Y"", ""e2"": ""Indicator Tau"", ""relation"": ""reverses direction"", ""condition"": ""state theta""}]",contrastive,conjoined,mixed,contrastive,conflicting_signal
P1616,"The evidence is framed as conditional rather than universal. The passage first states that Substance B and Compound N increase Symptom Q under condition delta, then reverses direction for Substance B under phase sigma. That structure continues through the rest of the passage. The surrounding language discourages a universal reading. Later, they are mentioned again through the phrase 'this pattern,' but that reference does not introduce a new target tuple. The annotator should therefore disregard the nearby but non-target clue.","[{""e1"": ""Substance B"", ""e2"": ""Symptom Q"", ""relation"": ""increase"", ""condition"": ""condition delta""}, {""e1"": ""Compound N"", ""e2"": ""Symptom Q"", ""relation"": ""increase"", ""condition"": ""condition delta""}, {""e1"": ""Substance B"", ""e2"": ""Symptom Q"", ""relation"": ""reverses direction"", ""condition"": ""phase sigma""}]",contrastive,conjoined,mixed,weak_implicit,coreference_noise
P1617,"The description stresses that the observed pattern depends on local circumstances. The passage first states that Compound N and Trigger J increase Marker Delta under state pi, then reverses direction for Compound N under group rho. This difference matters because nearby statements could easily be taken as more general. The discussion concludes by maintaining the contextual limit of the claim. A nearby aside refers to Profile O, which is discussed near Signal M under calendar phase green, though it never connects back to Marker Delta. The local annotation target remains linked to state pi.","[{""e1"": ""Compound N"", ""e2"": ""Marker Delta"", ""relation"": ""increase"", ""condition"": ""state pi""}, {""e1"": ""Trigger J"", ""e2"": ""Marker Delta"", ""relation"": ""increase"", ""condition"": ""state pi""}, {""e1"": ""Compound N"", ""e2"": ""Marker Delta"", ""relation"": ""reverses direction"", ""condition"": ""group rho""}]",contrastive,conjoined,mixed,weak_implicit,distractor_relation
P1618,"The broader discussion does not present the relation as consistent. Under context nu, Module CC and Substance A increase Symptom Q; in contrast, under state zeta, Module CC decreases Symptom Q. This difference matters because nearby statements could easily be taken as more general. The surrounding language discourages a universal reading. Only after an intervening sentence does the passage state that the relevant setting is context nu. The local annotation target remains linked to context nu.","[{""e1"": ""Module CC"", ""e2"": ""Symptom Q"", ""relation"": ""increase"", ""condition"": ""context nu""}, {""e1"": ""Substance A"", ""e2"": ""Symptom Q"", ""relation"": ""increase"", ""condition"": ""context nu""}, {""e1"": ""Module CC"", ""e2"": ""Symptom Q"", ""relation"": ""decreases"", ""condition"": ""state zeta""}]",contrastive,conjoined,mixed,weak_implicit,sentence_distance
P1620,"The description begins by stating that the relation varies across settings. Factor X and Agent R increase Outcome P under context xi, whereas under condition epsilon, Factor X decreases Outcome P. The phrasing keeps the condition tied to the relation rather than to the entities alone. The closing sentence keeps the relation explicitly limited by the condition. The wording deliberately rejects a single global interpretation across the two settings. The local annotation target remains linked to context xi.","[{""e1"": ""Factor X"", ""e2"": ""Outcome P"", ""relation"": ""increase"", ""condition"": ""context xi""}, {""e1"": ""Agent R"", ""e2"": ""Outcome P"", ""relation"": ""increase"", ""condition"": ""context xi""}, {""e1"": ""Factor X"", ""e2"": ""Outcome P"", ""relation"": ""decreases"", ""condition"": ""condition epsilon""}]",contrastive,conjoined,mixed,weak_implicit,conflicting_signal
