Paragraph_ID,Paragraph,Gold Annotation
P87P15,"Wnt5a has been suggested as a biomarker in prostate cancer, but its prognostic outcome has been inconsistent. The increased WNT5A gene expression in high Gleason cancer samples compared to low Gleason samples is in agreement with results from Yamamoto et al. who reported increased Wnt5a IHC staining of prostatectomy tissue samples with high Gleason grade. This oncogenic effect of Wnt5a in prostate cancer progression is also supported by studies of cell lines, where Wnt5a has been shown to improve migration capacity, induce androgen resistance in prostate cancer metastases, and induce bone metastasis. Contrary to this, other IHC studies of prostatectomy tissue samples have detected a tumor-suppressing role of Wnt5a in prostate cancer; increased Wnt5a IHC expression has been associated with increased 10 years survival, and a lower risk of biochemical recurrence. This was, however, only true for low Gleason grade samples in one of the studies. This apparent opposing role of Wnt5a in prostate cancer may be explained by the paradoxical effect of Wnt5a in other cancers. In melanoma, pancreatic and gastric cancer, Wnt5a expression is associated with worse prognosis, but in colon and thyroid cancer Wnt5a expression is associated with better prognosis. The tumor-promoting role of Wnt5a can be caused by activation of NCWP, whereas the tumor-suppressing role may be caused by inhibition of the CWP. Because of this conflicting role in different cancer types, we suspect that Wnt5a alone may not be a useful biomarker for prostate cancer.","[{'e1': 'Wnt5a ', 'e2': 'a biomarker ', 'relation': 'has been suggested as ', 'condition': 'in prostate cancer'}, {'e1': 'IHC studies of prostatectomy tissue samples ', 'e2': 'a tumor-suppressing role of Wnt5a ', 'relation': 'have detected ', 'condition': 'in prostate cancer'}, {'e1': ' Wnt5a expression ', 'e2': 'worse prognosis', 'relation': 'is associated with ', 'condition': 'In melanoma cancer'}, {'e1': ' Wnt5a expression ', 'e2': 'worse prognosis', 'relation': 'is associated with ', 'condition': 'in pancreatic cancer'}, {'e1': ' Wnt5a expression ', 'e2': 'worse prognosis', 'relation': 'is associated with ', 'condition': 'in gastric cancer'}, {'e1': ' Wnt5a expression ', 'e2': 'better prognosis', 'relation': 'is associated with ', 'condition': 'in colon cancer'}, {'e1': ' Wnt5a expression ', 'e2': 'better prognosis', 'relation': 'is associated with ', 'condition': 'in thyroid cancer'}]"
P190P8,"In conclusion, the tumor suppressor TTP is a clinically relevant prognostic prostate cancer biomarker that could be used in determining which patients will have poor clinical outcomes at the time of radical prostatectomy, and may improve the effectiveness of CAPRA-S. Notably, TTP performs particularly well as a biomarker in low-grade prostate cancer patients where much controversy exists on appropriate management options. The ability to use TTP to more accurately identify clinically low-risk patients who may harbor aggressive disease will enable physicians to more accurately risk-stratify their patients for appropriate therapy recommendations and will prevent overtreatment of potentially indolent disease.","[{'e1': ' TTP ', 'e2': 'a biomarker', 'relation': 'performs particularly well as ', 'condition': ' in low-grade prostate cancer patients where much controversy exists on appropriate management options'}]"
P87P26,"The present study showed no alterations in the CWP in prostate cancer, but revealed an increased expression of NCWP and EMT markers in a subgroup of mainly high Gleason grade prostate cancer samples. A novel gene expression signature (NCWP-EMT) for this expression profile was presented and confirmed in several publicly available patient cohorts. High NCWP-EMT score was associated with reduced concentrations of the metabolites citrate and spermine both ex vivo, and in a clinical non-invasive setting using in vivo patient MRSI. The novel NCWP-EMT signature was also shown to be a predictor of biochemical recurrence and was associated with metastasis, indicating that upregulation of the NCWP and EMT is linked to more aggressive prostate cancer. The novel NCWP-EMT signature may therefore be useful for risk stratification and molecular subtyping of prostate cancer patients. The NCWP and its relation to EMT, cancer aggressiveness and tumor metabolism warrants further attention in prostate cancer studies.","[{'e1': 'high NCWP-EMT score', 'e2': 'reduced concentrations of citrate and spermine', 'relation': 'was associated with', 'condition': 'in a clinical non-invasive setting using in vivo patient MRSI'}]"
P86P4,"The results of the central pathology analyses reveal concordant results for seminal vesicle invasion, extraprostatic extension, positive surgical margin but lower agreement for Gleason Score. Largest diameter of carcinoma was found to be a potential prognostic factor for rapid biochemical progression after salvage RT.","[{'e1': 'Largest diameter of carcinoma ', 'e2': 'rapid biochemical progression ', 'relation': 'was found to be a potential prognostic factor for ', 'condition': 'after salvage RT.'}]"
P76P4,"mPD-L1 is a promising biomarker for the risk stratification of PCa patients and might offer additional relevant prognostic information to the implemented clinical parameters, particularly in the setting of immune checkpoint inhibition.","[{'e1': 'mPD-L1 ', 'e2': 'additional relevant prognostic information to the implemented clinical parameters', 'relation': 'might offer ', 'condition': 'particularly in the setting of immune checkpoint inhibition.'}]"
P111P8,"The growing importance of miR-100-5p in carcinogenesis has been realized by several groups, which have investigated the multifaceted role of this microRNA in numerous cancers. More specifically, miR-100 has been shown to regulate apoptosis and cell cycle arrest through regulating myotubularin related protein 3 in breast cancer cells. MTMR3 inhibition through miR-100 activates p27 that can either turn on apoptosis through Bax/Bcl-2 or G2/M cell cycle arrest through CDK1/Cyclin B. An analysis of human prostate cancer samples by Leite et al. revealed a global deregulation of miR-100-5p during the transition from high grade localized prostate cancer to metastasis. Loss of miR-100-5p was concurrently reported to promote prostate cancer metastasis through regulation of migration, invasion, epithelial-mesenchymal transition, and stemness of cancer cells by upregulating AGO2 expression. In sharp contrast, however, patients with higher levels of miR-100-5p were more likely to relapse following radical prostatectomy. In light of these studies, Leite et al. suggested a context-dependent role for miR-100-5p in prostate cancer, which heavily depends on the stochastic needs of a tumour cell upon therapeutic insults and nutrient availability. Oncogenic miR-100-5p can stimulate rapid proliferation by downregulating SMARCA5, BAZ2A, and THAP2 in the pRb signalling pathway. In a reversed role, miR-100-5p could potentially downregulate mTOR pathway thus reducing cell proliferation. Further, our data indicates that miR-100 is induced by androgen ablation and concordantly androgens inhibit miR-100 expression. Even though we do not explore how miR-100 expression is regulated, we can infer that miR-100-5p plays a double role in promoting hormone resistance: it is acutely upregulated upon androgen-deprivation therapy and therefore it is required for androgen-independent survival in dormant prostate cancer cells. To the contrary, in AR-negative cells, miR-100 promotes cell proliferation. In keeping with this multifaceted role, our clinical and bio-informatics data suggest that miR-100-5p inhibits the expression of several other tumor-suppressive genes, which are involved in both androgen-independent survival and proliferation.","[{'e1': 'miR-100 ', 'e2': 'apoptosis ', 'relation': 'has been shown to regulate ', 'condition': 'through regulating myotubularin related protein 3 in breast cancer cells'}, {'e1': 'miR-100 ', 'e2': 'cell cycle arrest ', 'relation': 'has been shown to regulate ', 'condition': 'through regulating myotubularin related protein 3 in breast cancer cells'}, {'e1': ' Loss of miR-100-5p ', 'e2': 'prostate cancer metastasis ', 'relation': 'was concurrently reported to promote ', 'condition': 'through regulation of migration, invasion, epithelial-mesenchymal transition, and stemness of cancer cells by upregulating AGO2 expression'}, {'e1': 'Oncogenic miR-100-5p ', 'e2': 'rapid proliferation ', 'relation': 'can stimulate ', 'condition': 'by downregulating SMARCA5, BAZ2A, and THAP2 in the pRb signalling pathway'}, {'e1': ' miR-100 ', 'e2': 'cell proliferation', 'relation': 'promotes ', 'condition': 'in AR-negative cells'}]"
P27P4,"The solute carrier family 18 member 2 (SLC18A2) gene encodes the transmembrane protein vesicular monoamine transporter 2 (SLC18A2/VMAT2). SLC18A2 protein localization and function is well characterized in neuronal cells where it facilitates uptake of monoamines into cytoplasmic large dense core and synaptic vesicles. SLC18A2 is highly expressed in monoamine secreting neuroendocrine tumors. In contrast, we previously reported a reduction in SLC18A2 immunoreactivity levels in 506 prostate adenocarcinoma samples when compared to 70 benign prostate tissue samples. In addition, in our previous study, reduced SLC18A2 protein levels had independent prognostic value for PSA recurrence after RP in multivariate Cox regression analysis including standard clinicopathological parameters, but this was not validated in an independent cohort. Notably, our previous results indicated hypermethylation of the SLC18A2 promoter-associated CpG island and reduced SLC18A2 mRNA expression in prostate cancer, but this was based only on small patient sample sets (n < 21).","[{'e1': 'reduced SLC18A2 protein levels ', 'e2': 'PSA recurrence ', 'relation': 'had independent prognostic value for ', 'condition': 'after RP in multivariate Cox regression analysis'}, {'e1': 'hypermethylation of the SLC18A2 promoter ', 'e2': ' CpG island and reduced SLC18A2 mRNA expression ', 'relation': 'associated', 'condition': 'in prostate cancer'}]"
P138P6,"In PCa, loss of PTEN has been consistently associated with more aggressive disease features and a worse prognosis. Estimates of PTEN loss range from less than 20 percent for clinically localized prostate tumors to more than 40 percent for metastatic castrate-resistant PCa. PTEN loss also frequently co-occurs with the TMPRSS2:ERG gene fusion, which exists in about half of all localized prostate tumors in men of European ancestry, suggesting that both somatic events might cooperate in prostate tumorigenesis. Loss of PTEN is now recognized as one of the major driving events in PCa.","[{'e1': ' loss of PTEN ', 'e2': 'more aggressive disease features ', 'relation': 'has been consistently associated with ', 'condition': 'In PCa'}, {'e1': ' loss of PTEN ', 'e2': 'a worse prognosis', 'relation': 'has been consistently associated with ', 'condition': 'In PCa'}]"
P35P9,"To our best knowledge, this is the first study to report the potential progression-driving function of SPAG5 in PCa. Our study also provides first experimental evidence that miR-539 can inhibit PCa cell growth and metastasis in PCa by directly repressing SPAG5. The newly identified miR-539/SPAG5 signal pathway may provide new insights into the progression of PCa and a potential therapeutic target for PCa treatment. Overall, the above results indicated that SPAG5 may play a progression-driving role in PCa and could serve as a viable therapeutic target.","[{'e1': ' miR-539 ', 'e2': 'PCa cell growth and metastasis ', 'relation': 'can inhibit ', 'condition': 'in PCa by directly repressing SPAG5'}]"
P86P22,"The results of the central pathology analyses revealed discordant results for seminal vesicle invasion, extraprostatic extension, positive surgical margin as well as Gleason score. Largest diameter of carcinoma was found to be a potential prognostic factor for rapid biochemical progression after salvage RT.","[{'e1': 'Largest diameter of carcinoma ', 'e2': 'potential prognostic factor for rapid biochemical progression', 'relation': 'was found to be a ', 'condition': ' after salvage RT.'}]"
P132P1,"Novel biomarkers for prostate cancer diagnosis and prognosis are necessary to improve the accuracy of current ones employed in clinic. We performed a retrospective study between the association of several polymorphisms in the main genes involved in the synthesis and metabolism of sex hormones and prostate cancer risk and aggressiveness. A total of 311 Caucasian men were genotyped for 9 SNPs in AR, CYP17A1, LHCGR, ESR1 and ESR2 genes. Diagnostic PSA serum levels, Gleason score, tumor stage, D’Amico risk and data of clinical progression were obtained for patients at the moment of the diagnosis and after 54 months of follow-up. Chi-squared test were used for comparisons between clinical variables groups, logistic regression for clinical variables associations between SNPs; and Kaplan–Meier for the association between SNPs and time to biochemical progression. We found 5 variants in CYP17A1, LHCGR and ESR2 that were statistically significant according to clinical variables on a case-case analysis. Moreover, the presence of A and G alleles in specific SNPs increased the risk of higher PSA levels. Several SNPs were associated with increased D’Amico risk and shorter biochemical recurrence free survival in patients with radical prostatectomy. In multigene analysis, several variants were described to be associated with more aggressiveness in patients. However, none of the selected SNPs showed significant values between patients and controls. In conclusion, this study identified inherited variants in genes CYP17A1, LHCGR and ESR2 related to more aggressiveness and poor disease progression. According to this study, new promising prostate cancer biomarkers for clinical management could be included in these SNPs.","[{'e1': ' Several SNPs ', 'e2': 'increased D’Amico risk ', 'relation': 'were associated with ', 'condition': 'in patients with radical prostatectomy'}, {'e1': ' Several SNPs ', 'e2': 'shorter biochemical recurrence free survival ', 'relation': 'were associated with ', 'condition': 'in patients with radical prostatectomy'}, {'e1': ' several variants ', 'e2': 'more aggressiveness in patients', 'relation': 'were described to be associated with ', 'condition': 'In multigene analysis'}]"
P139P4,"Overall, our findings suggest that CPNE1 is a valuable prognostic marker for evaluating recurrence-free survival and is positively related to TRAF2 expression in prostate cancer.","[{'e1': ' CPNE1 ', 'e2': 'TRAF2 expression ', 'relation': 'is positively related to ', 'condition': 'in prostate cancer.'}]"
P179P4,"Transformation of normal prostate epithelium due to accumulated genetic and epigenetic changes can be phenotypically identified by observation of alterations to both the nuclear and tissue architecture. It has long been noted that disruptions to the organization of normal nuclear architecture are a hallmark of cancer. While defects in nuclear structure and function themselves do not cause cancer development, the altered nuclear organization in cancer cells is a manifestation of transformative and progressive oncogenic events. Malignancy-induced nuclear changes may have profound implications for three-dimensional chromatin organization and folding, the fidelity of genome replication, and the regulatory mechanisms of gene expression. Despite the many pleiotropic and pleiomorphic variations studied in the cancer cell nucleus, the underlying mechanisms that cause these changes and the functional links that lead to malignancy are poorly understood to date. Yet, changes to nuclear architecture, including nuclear enlargement and prominent nucleoli, are key features used by pathologists to identify cancerous regions from benign regions across many cancer types. Recent efforts to quantify these changes to cancer cell nuclei using computer-aided methods for use in the diagnostic, prognostic, and therapeutic spheres have been substantial. Quantitative nuclear morphometry, a field that uses computational approaches to identify and quantify malignancy-induced nuclear changes, has emerged as a potential solution to meet the clinical needs of early identification of prostate cancer at the cellular and molecular level. Semi-automated methods developed in the early 2000s showed initial benefits in the diagnostic space but required manual identification of cancer nuclei. Previous limitations in efficiency and reproducibility have now sparked a revolution of new, fully automated algorithms that utilize machine learning to segment nuclei, extract and quantify nuclear features, and use these features to predict prostate cancer progression. While several companion diagnostic genomic and proteomic assays are commercially available, they fail to capture the full extent of disease heterogeneity as they only sample a small part of the tumor landscape. On the contrary, computer-assisted approaches are able to identify subvisual nuclear changes in histological images that are unavailable to the human eye and not captured in genomic and proteomic analyses, and they allow for a larger coverage of the tumor landscape in both cancerous and benign-adjacent regions. Machine learning methods are able to uniquely discover patterns and relationships within and between cancer cell nuclei from complex datasets to effectively predict future outcomes. This digital transformation in oncology and pathology has the potential to provide new tools to aid clinicians in decision-making for more precision-based approaches.","[{'e1': ' computer-assisted approaches ', 'e2': 'subvisual nuclear changes ', 'relation': 'are able to identify ', 'condition': 'in histological images that are unavailable to the human eye and not captured in genomic and proteomic analyses'}, {'e1': ' computer-assisted approaches ', 'e2': 'a larger coverage of the tumor landscape ', 'relation': ' allow for ', 'condition': 'in both cancerous and benign-adjacent regions'}]"
P186P4,"miR-195 and miR-16 are members of the miR-15/-16/-195/-424/-497/-503 family. miR-195 and miR-16 overexpression increases radiosensitivity of cancer cells. miR-195 inhibits human prostate cancer progression by targeting RPS6KB1, and miR-16 acts as a tumor suppressor gene in prostate cancer by controlling cell survival, proliferation and invasion via BCL2, CCND1 and WNT3A. However, it is unclear whether the miR-195/-16 family is involved in the regulation of the immune response. In this study, we demonstrated both in vitro and in vivo that restoration of miR-195 and miR-16 expression enhanced radiotherapy via T cell activation in the tumor microenvironment by blocking the PD-L1 immune checkpoint.","[{'e1': 'miR-195 ', 'e2': 'human prostate cancer progression ', 'relation': 'inhibits ', 'condition': 'by targeting RPS6KB1'}, {'e1': 'miR-16 ', 'e2': 'tumor suppressor gene ', 'relation': 'acts as a ', 'condition': 'in prostate cancer '}, {'e1': 'miR-16 ', 'e2': 'tumor suppressor gene in prostate cancer ', 'relation': 'acts as a ', 'condition': 'by controlling cell survival, proliferation and invasion via BCL2, CCND1 and WNT3A'}, {'e1': ' restoration of miR-195 and miR-16 expression ', 'e2': 'radiotherapy ', 'relation': 'enhanced ', 'condition': 'via T cell activation in the tumor microenvironment '}, {'e1': ' restoration of miR-195 and miR-16 expression ', 'e2': 'radiotherapy via T cell activation in the tumor microenvironment ', 'relation': 'enhanced ', 'condition': 'by blocking the PD-L1 immune checkpoint'}]"
P116P9,"Overall, this study uncovers a novel mechanism by which the androgen receptor drives metabolic reprogramming through modulation of nuclear mTOR function, linking two major oncogenic drivers. The mTOR transcriptional axis emerges as a dominant component of androgen signaling. This reveals an unexpected role of nuclear mTOR and supports a paradigm shift toward mTOR as a master regulator of metabolism in prostate cancer progression. The association between nuclear mTOR and disease aggressiveness suggests its potential as a biomarker and highlights the importance of developing therapies targeting its nuclear activity.","[{'e1': ' androgen receptor ', 'e2': 'metabolic reprogramming ', 'relation': 'drives ', 'condition': 'through modulation of nuclear mTOR function'}, {'e1': 'mTOR', 'e2': 'metabolism', 'relation': 'is a master regulator of ', 'condition': ' in prostate cancer progression'}]"
P197P5,"To address these questions, we first examine the genomic CNA landscape of conservatively treated prostate cancer in more than a hundred diagnostic biopsy and resection specimens from a conservatively treated cohort; this cohort consisted of patients with localized prostate cancer who were not treated with surgery or radiation within six months of diagnosis. We demonstrate that tumor CNA burden is associated with cancer-specific death, independent of standard clinical predictors. To explore the prognostic significance of tumor CNA burden more broadly in other cancer types, we find that tumor CNA burden is also associated with disease-free and overall survival in TCGA cohorts of primary breast, endometrial, renal clear cell, thyroid, and colorectal cancer in addition to prostate cancer, with the degree of association varying in some cancer types. We then establish the clinical feasibility of measuring tumor CNA burden using the FDA-cleared MSK-IMPACT clinical next generation sequencing assay and confirm that tumor CNA burden is associated with overall and disease-specific survival in both primary and metastatic tumors across cancer types. In all, we demonstrate that tumor CNA burden is a prognostic factor associated with cancer recurrence and death in multiple cancer types, including in conservatively treated prostate cancer which would benefit from increased risk stratification.","[{'e1': 'tumor CNA burden ', 'e2': 'cancer-specific death', 'relation': 'is associated with ', 'condition': 'independent of standard clinical predictors'}, {'e1': 'CNA burden ', 'e2': 'disease-free and overall survival ', 'relation': 'is also associated with ', 'condition': 'in TCGA cohorts of primary breast cancer'}, {'e1': 'CNA burden ', 'e2': 'disease-free and overall survival ', 'relation': 'is also associated with ', 'condition': 'in TCGA cohorts of endometrial cancer'}, {'e1': 'CNA burden ', 'e2': 'disease-free and overall survival ', 'relation': 'is also associated with ', 'condition': 'in TCGA cohorts of renal clear cell cancer'}, {'e1': 'CNA burden ', 'e2': 'disease-free and overall survival ', 'relation': 'is also associated with ', 'condition': 'in TCGA cohorts of thyroid cancer'}, {'e1': 'CNA burden ', 'e2': 'disease-free and overall survival ', 'relation': 'is also associated with ', 'condition': 'in TCGA cohorts of colorectal cancer '}, {'e1': 'CNA burden ', 'e2': 'disease-free and overall survival ', 'relation': 'is also associated with ', 'condition': 'in prostate cancer'}, {'e1': ' tumor CNA burden ', 'e2': 'overall and disease-specific survival ', 'relation': 'is associated with ', 'condition': 'in primary tumors across cancer types'}, {'e1': ' tumor CNA burden ', 'e2': 'overall and disease-specific survival ', 'relation': 'is associated with ', 'condition': 'in metastatic tumors across cancer types'}, {'e1': ' tumor CNA burden ', 'e2': 'cancer recurrence ', 'relation': 'is a prognostic factor associated with ', 'condition': 'in multiple cancer types'}, {'e1': ' tumor CNA burden ', 'e2': 'death ', 'relation': 'is a prognostic factor associated with ', 'condition': 'in multiple cancer types'}]"
P32P8,"In conclusion, PSMA-PET/CT and MP-MRI correlated well in tumor allocation in patients with a high pre-test probability for large tumors. Further research will be needed to evaluate the advantages of PSMA-PET/CT in challenging situations (e.g., prostatitis, benign prostate hyperplasia or after repeated negative biopsies) or if patients truly benefit from the handling of PSMA-positive findings as dominant intraprostatic lesions during radiation therapy.","[{'e1': 'PSMA-PET/CT ', 'e2': 'in tumor allocation', 'relation': 'correlated well ', 'condition': ' in patients with a high pre-test probability for large tumors'}, {'e1': 'MP-MRI ', 'e2': 'in tumor allocation', 'relation': 'correlated well ', 'condition': ' in patients with a high pre-test probability for large tumors'}]"
P87P5,"Metabolic reprogramming is a hallmark of cancer, and the WP has been suggested as an emerging mediator of cancer cell metabolism. Wnt5a-mediated NCWP has been directly related to alterations of the energy metabolism in melanoma and breast cancer cells. Selected metabolic alterations detected in tissue samples by high resolution magic angle spinning magnetic resonance spectroscopy can be translated for use in a clinical setting by magnetic resonance spectroscopy imaging. Differences in (choline + creatine + spermine)/citrate ratio between low and high histopathological Gleason score have previously been detected using in vivo MRSI of patients, and citrate and spermine are suggested as the main contributors to discriminating on the basis of tumor aggressiveness from tissue HR-MAS MRS analysis. To date, metabolic alterations associated with the WP have not been investigated in prostate cancer.","[{'e1': 'Wnt5a-mediated NCWP ', 'e2': 'alterations of the energy metabolism ', 'relation': 'has been directly related to ', 'condition': 'in melanoma and breast cancer cells'}]"
P26P5,"To our knowledge, this is the first association study using three independent cohorts to assess the influence of SNPs within UCRs on prostate cancer progression and mortality. It should be noted that the homogeneous Taiwanese population in this study may limit the generalization of these findings to other ethnic groups. However, the results are supported by the association of rs8004379 with prostate cancer progression from both localized and advanced patients, as well as the consistent in silico functional findings. This molecular marker might lead to a better patient stratification, and optimize therapeutic interventions in patients with a high risk of recurrence who are more likely to benefit from treatment. Further fine mapping will help to identify the causative variants responsible for the observed associations, and functional studies will also be necessary to elucidate the underlying biological mechanisms.","[{'e1': ' This molecular marker ', 'e2': ' better patient stratification', 'relation': 'might lead to a', 'condition': ' in patients with a high risk of recurrence who are more likely to benefit from treatment'}, {'e1': ' This molecular marker ', 'e2': ' therapeutic interventions', 'relation': 'might optimize', 'condition': ' in patients with a high risk of recurrence who are more likely to benefit from treatment'}]"
P142P2,"Prostate cancer is the most commonly diagnosed form of cancer for men in both Canada and the United States. Deaths attributed to prostate cancer began declining since the mid-1990s after the discovery of the Prostate-Specific Antigen (PSA) in early 1980s. Decreased mortality is likely result of both advancements in traditional therapies and diagnostic techniques, as well as PSA used for early diagnosis, later being somewhat controversial.","[{'e1': 'Deaths attributed to prostate cancer ', 'e2': 'the mid-1990s ', 'relation': 'began declining since ', 'condition': 'after the discovery of the Prostate-Specific Antigen (PSA) in early 1980s'}]"
P113P25,"Cyclin-dependent kinase inhibitor 1 also is known as P21 and is involved in TP53 mediated inhibition of cellular proliferation in response to DNA damage and its overexpression results in cell cycle arrest and autophagy cell death. The expression of this gene is tightly controlled by the tumor suppressor protein p53 in a human brain tumor cell line. The CDKN1A genotypes CT and TT are associated with an increased risk of advanced prostate carcinoma compared with the CC genotype. Elevated p21 levels are associated with higher Gleason score, and increased PCa recurrence.","[{'e1': 'Cyclin-dependent kinase inhibitor 1 ', 'e2': 'TP53 mediated inhibition of cellular proliferation ', 'relation': 'is involved in ', 'condition': 'in response to DNA damage and its overexpression results in cell cycle arrest and autophagy cell death'}, {'e1': 'The expression of this gene ', 'e2': 'the tumor suppressor protein p53 ', 'relation': 'is tightly controlled by ', 'condition': 'in a human brain tumor cell line'}]"
P17P3,"Genomic analyses of primary and advanced metastatic prostate cancers have endeavored to reveal the alterations characterizing aggressive disease in hopes of identifying novel driver genes and pathways. While potentially clinically actionable mutations in PI3K (PIK3CB), RAF, DNA repair (ATM and BRCA1/2) and cell cycle (CDK4) pathways were discovered in metastatic CRPC patient samples, primary cancer studies have returned few therapeutic candidates beyond AR itself. Additionally, while genome-wide copy number alteration (CNA) alone or in combination with additional tumor characteristics provide valuable prognostic information for effective risk stratification to aid in early clinical decision making, they do not immediately identify the therapeutic compounds from which a high-risk prostate cancer patient may benefit. These observations encourage an alternate, mechanistic approach to the discovery of targetable disease-driving pathways that can simultaneously predict risk and indicate potential therapeutic strategies early in the course of treatment.","[{'e1': 'potentially clinically actionable mutations ', 'e2': 'in PI3K (PIK3CB), RAF, DNA repair (ATM and BRCA1/2) and cell cycle (CDK4) pathways ', 'relation': 'were discovered ', 'condition': 'in metastatic CRPC patient samples'}]"
P160P6,"The most promising phenes identified in this study have been investigated regarding their biological plausibility and turned out to agree well with previous findings as described in literature. For example, the top-ranking phene “RATIO #CD8_border1 TO #CD34_border1” suggests that a high ratio of areas of CD8(+) cells and CD34(+) microvessels in the tight tumor border are correlated with a good prognosis and long-term disease-free survival. This corresponds to high densities of CD8(+) cells and/or low microvessel densities, which as separate properties have been shown to be associated with good prognosis in prostate cancer in the literature. The second-best phene “DIST CD68 TO CD34 IN nonIntact” which is also closely related to the 6th-ranked “RATIO #CD68_border2 TO #CD34_border1” as well includes the microvessel density in the tumor region, stating that larger distance of CD68(+) macrophages to microvessels or a high density of CD68(+) macrophages together with a low microvessel density point to a good prognosis. Again, a low microvessel density seems to be beneficial as well as a higher density of CD68(+) macrophages. This corresponds well to the 4th-ranked phene “RATIO #CD8_nonIntact TO #CD163_nonIntact” where a high density of CD8(+) and importantly a low density CD163(+) relate to a good prognosis. Finally, also the mixture pattern of differently-sized non-cancerous and cancerous glands provides prognostic value as shown by the 3rd-ranked phene “CORR Haralick on intact & non-intact glands”. Here, a low linear dependency between glands of different types relates to cases without tumor progression. This to a certain degree reflects and refines the criteria used for Gleason scoring by systematically quantifying glandular patterns. Current limitations of the prostate study include the moderate size of the study population (90 patients), the lack of an independent validation cohort from a different clinical site, as well as the limited length of the follow-up times for certain patients. In future work we are aiming to improve on these limitations, in particular, to test our findings on an additional patient cohort. Also, we will validate the prognostic phenes we identified in whole slide images from resected prostate tissue in fine needle biopsies. If similar patterns of the immunological landscape are observed also in needle biopsies Tissue Phenomics will directly improve critical treatment decision in prostate cancer patients, for example, avoiding an unnecessary surgery, particularly in the case of intermediate risk patients. Finally, also in the context of immunotherapies Tissue Phenomics offers large potential to better stratify patients for the treatment options currently available for prostate cancer.","[{'e1': 'high densities of CD8(+) cells ', 'e2': 'good prognosis ', 'relation': 'has been shown to be associated with ', 'condition': 'in prostate cancer in the literature'}, {'e1': ' low microvessel densities ', 'e2': 'good prognosis ', 'relation': 'has been shown to be associated with ', 'condition': 'in prostate cancer in the literature'}]"
P60P1,"Rapid advances in the discovery of long noncoding RNAs (lncRNAs) have identified lineage- and cancer-specific biomarkers that may be relevant in the clinical management of prostate cancer (PCa). Here we assembled and analyzed a large RNA-seq dataset, from 585 patient samples, including benign prostate tissue and both localized and metastatic PCa to discover and validate differentially expressed genes associated with disease aggressiveness. We performed Sample Set Enrichment Analysis (SSEA) and identified genes associated with low versus high Gleason score in the RNA-seq database. Comparing Gleason 6 versus 9+ PCa samples, we identified 99 differentially expressed genes with variable association to Gleason grade as well as robust expression in prostate cancer. The top-ranked novel lncRNA PCAT14, exhibits both cancer and lineage specificity. On multivariate analysis, low PCAT14 expression independently predicts for BPFS, PSS, and MFS, with trends for OS as well. An RNA in-situ hybridization (ISH) assay for PCAT14 distinguished benign vs malignant cases, as well as high vs low Gleason disease. PCAT14 is transcriptionally regulated by AR, and endogenous PCAT14 overexpression suppresses cell invasion. Thus, using RNA-sequencing data we identify PCAT14, a novel prostate cancer and lineage-specific lncRNA. PCAT14 is highly expressed in low grade disease and loss of PCAT14 predicts for disease aggressiveness and recurrence.","[{'e1': 'genes ', 'e2': 'low versus high Gleason score ', 'relation': 'associated with ', 'condition': 'in the RNA-seq database'}, {'e1': '99 differentially expressed genes ', 'e2': 'Gleason grade as well as robust expression ', 'relation': 'with variable association to ', 'condition': 'in prostate cancer'}]"
P72P11,"Furthermore, carcinomatous PITX3 hypermethylation was significantly associated with established clinicopathologic parameters characteristic of PCa. In detail, high ISUP Gleason grading group, advanced tumor stages, and high preoperative PSA values were related to high PITX3 methylation in both cohorts. In addition, PITX3 methylation correlated with a molecular AR activity score as obtained from TCGA Research Network, which was only available for the training cohort. An association with the ERG fusion protein or ERG protein expression could not be determined. Recently, dysregulation of PITX3 methylation has been linked to the environmental burden of xenoestrogens. In this respect, PITX3 methylation may have an exceptional position among prognostic biomarkers. Of note, PITX3 methylation served as a prognostic biomarker for BCR in both the training and validation cohort of radical prostatectomy patients. In Kaplan-Meier analysis, high PITX3 methylation defined by an optimized cutoff for both patient groups was associated with a shorter BCR-free survival in the training and validation cohort. As a limiting condition, however, the follow-up period was shorter in the training cohort compared to the validation cohort, and the training cohort comprised significantly more high-grade carcinomas with an advanced stage and associated with earlier BCR. In the validation cohort, PITX3 methylation succeeded as a prognostic factor dichotomized by an optimized cutoff and as a continuous variable in the univariate Cox proportional hazards analysis.","[{'e1': 'PITX3 methylation ', 'e2': 'BCR ', 'relation': 'served as a prognostic biomarker for ', 'condition': 'in both the training and validation cohort of radical prostatectomy patients'}, {'e1': 'high PITX3 methylation ', 'e2': 'a shorter BCR-free survival ', 'relation': 'associated with ', 'condition': 'in the training and validation cohort'}, {'e1': 'PITX3 methylation', 'e2': 'a prognostic factor dichotomized by an optimized cutoff ', 'relation': ' succeeded as ', 'condition': 'In the validation cohort'}, {'e1': 'PITX3 methylation', 'e2': 'continuous variable ', 'relation': ' succeeded as a ', 'condition': 'in the univariate Cox proportional hazards analysis.'}]"
